Date,ProductID,WarehouseID,OnHand,Reserved,Available,MinimumStock,TargetStock,ReorderQuantity,IssuesLast30Days,UnitCost,StockStatus
2017-12-31,P393,5,58,8,50,16,128,0,136,760.59,Normal
2017-12-31,P393,6,74,3,71,28,84,0,53,760.59,Normal
2017-12-31,P394,2,110,7,103,56,168,0,113,799.05,Normal
2017-12-31,P394,6,32,3,29,26,82,0,56,799.05,Normal
2017-12-31,P394,7,8,5,3,28,140,137,110,799.05,Bajo minimo
2017-12-31,P395,1,0,0,0,12,124,124,0,781.91,Sin stock
2017-12-31,P395,2,53,5,48,18,74,0,62,781.91,Normal
2017-12-31,P395,4,51,6,45,22,78,0,66,781.91,Normal
2017-12-31,P396,1,50,1,49,12,96,0,98,688.35,Normal
2017-12-31,P396,2,0,0,0,14,70,70,0,688.35,Sin stock
2017-12-31,P396,4,3,3,0,16,72,72,77,688.35,Sin stock
2017-12-31,P397,4,21,2,19,11,39,0,28,696.14,Normal
2017-12-31,P397,5,6,4,2,12,68,66,54,696.14,Bajo minimo
2017-12-31,P397,6,17,3,14,12,40,0,26,696.14,Normal
2017-12-31,P398,4,0,0,0,9,93,93,84,742.94,Sin stock
2017-12-31,P398,5,23,7,16,42,210,194,153,742.94,Bajo minimo
2017-12-31,P398,8,37,1,36,13,41,0,33,742.94,Normal
2017-12-31,P399,2,0,0,0,6,34,34,0,702.35,Sin stock
2017-12-31,P399,4,20,0,20,12,40,0,30,702.35,Normal
2017-12-31,P399,6,87,8,79,20,160,0,143,702.35,Normal
2017-12-31,P400,4,0,0,0,14,42,42,0,753.18,Sin stock
2017-12-31,P400,5,0,0,0,12,68,68,0,753.18,Sin stock
2017-12-31,P400,9,7,1,6,5,33,0,19,753.18,Normal
